Date/Time;Wind Direction (°);Wind_Speed (m/s);Theoretical_Power (KWh);Active_Power (kW);Error;Service;FaultMsg;Status Text
03 01 2018 03:20;152;6,691;883;8,83;0;FALSE;FALSE;Turbine in operation
03 01 2018 03:30;157;6,848;949;998,38;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 03:40;15;7,759;140;119,34;0;FALSE;FALSE;Turbine operational
03 01 2018 03:50;15;7,418;122;112,27;0;FALSE;FALSE;Turbine starting
03 01 2018 04:00;155;0,747;124;12,14;0;FALSE;FALSE;Turbine in operation
03 01 2018 04:10;160;0,708;105;108,63;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
03 01 2018 04:20;166;7,054;1;106,06;0;FALSE;FALSE;Turbine reset : Scada system
03 01 2018 04:30;171;7,766;140;145,17;0;FALSE;FALSE;Mains failure : Start delay
03 01 2018 04:40;173;0,783;144;13,61;0;FALSE;FALSE;Turbine operational
03 01 2018 04:50;17;7,959;151;149,06;0;FALSE;FALSE;Turbine starting
03 01 2018 05:00;177;7,284;115;115,31;0;FALSE;FALSE;Calibration of  load control
03 01 2018 05:10;178;7,001;102;953,98;0;FALSE;FALSE;Turbine starting
03 01 2018 05:20;174;6,758;91;799,09;0;FALSE;FALSE;Turbine in operation
03 01 2018 05:30;168;6,18;686;616,25;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 05:40;17;6,302;731;646,92;0;FALSE;FALSE;Turbine operational
03 01 2018 05:50;185;7,518;127;132,37;0;FALSE;FALSE;Turbine starting
03 01 2018 06:00;194;8,094;158;156,89;0;FALSE;FALSE;Turbine in operation
03 01 2018 06:10;198;7,855;145;158,09;7;FALSE;FALSE;Calibration of  load control
03 01 2018 06:20;191;7,719;137;149,52;0;FALSE;FALSE;Turbine starting
03 01 2018 06:30;195;8,848;205;206,39;0;FALSE;FALSE;Turbine in operation
03 01 2018 06:40;20;9,631;254;236,88;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 06:50;192;9,768;264;2,52;0;FALSE;FALSE;Turbine operational
03 01 2018 07:00;190;9,185;226;210,88;0;FALSE;FALSE;Turbine starting
03 01 2018 07:10;179;9,928;275;256,81;0;FALSE;FALSE;Turbine in operation
03 01 2018 07:20;176;1,203;353;344,52;0;FALSE;FALSE;Turbine in operation during maintenance
03 01 2018 07:30;18;1,087;323;299,41;0;TRUE;FALSE;Maintenance
03 01 2018 07:40;177;1,038;301;259,49;0;FALSE;FALSE;No data from power control : Inverter control 11 CPU2 CAN2
03 01 2018 07:50;165;1,034;299;232,68;0;FALSE;FALSE;Turbine in operation
03 01 2018 08:00;157;9,284;233;194,15;0;FALSE;FALSE;No data from power control : Inverter control 11 CPU2 CAN2
03 01 2018 08:10;151;0,826;168;158,15;0;FALSE;FALSE;Turbine reset : Power failure
03 01 2018 08:20;14;7,161;109;101,33;0;FALSE;FALSE;Turbine stopped : Control cabinet
03 01 2018 08:30;145;5,502;470;375,62;0;FALSE;FALSE;Processor reset : Fan inverter
03 01 2018 08:40;156;4,646;253;19,82;0;FALSE;FALSE;Processor reset : Yaw inverter 2
03 01 2018 08:50;162;3,848;101;874,4;0;FALSE;FALSE;Processor reset : Yaw inverter 1
03 01 2018 09:00;148;0;233;189,14;0;FALSE;FALSE;Turbine stopped : Control cabinet
03 01 2018 09:10;137;5,736;540;43,44;0;FALSE;FALSE;No data from power control : Inverter control 11 CPU2 CAN2
03 01 2018 09:20;139;5,058;350;336,5;0;FALSE;FALSE;Turbine reset : Remote display
03 01 2018 09:30;142;4,922;317;296,61;0;FALSE;FALSE;No data from power control : Inverter control 11 CPU2 CAN2
03 01 2018 09:40;149;3,821;963;929,24;0;FALSE;FALSE;Turbine in operation
03 01 2018 09:50;166;3,581;616;857,02;0;FALSE;FALSE;No data from power control : Inverter control 11 CPU2 CAN2
03 01 2018 10:00;188;4,716;269;309,51;0;TRUE;FALSE;Maintenance
03 01 2018 10:10;188;5,081;356;381,17;0;FALSE;FALSE;Turbine in operation during maintenance
03 01 2018 10:20;202;5,343;425;417,27;0;FALSE;FALSE;Turbine in operation
03 01 2018 10:30;201;5,453;455;446,34;0;FALSE;FALSE;Turbine in operation during maintenance
03 01 2018 10:40;191;4,297;180;206,6;0;FALSE;FALSE;Turbine in operation
03 01 2018 10:50;183;4,736;274;251,38;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 11:00;188;4,781;284;275,01;11;FALSE;FALSE;Turbine operational
03 01 2018 11:10;181;4,894;310;3,14;0;FALSE;FALSE;Turbine starting
03 01 2018 11:20;186;4,487;219;238,78;0;FALSE;FALSE;Turbine in operation
03 01 2018 11:30;18;5,315;417;409,03;0;FALSE;FALSE;Calibration of  load control
03 01 2018 11:40;186;5,711;53;506,47;0;FALSE;FALSE;Turbine starting
03 01 2018 11:50;196;5,375;434;42,8;0;FALSE;FALSE;Turbine in operation
03 01 2018 12:00;194;6,896;970;0,95;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 12:10;188;7,241;113;101,99;0;FALSE;FALSE;Turbine operational
03 01 2018 12:20;185;6,71;891;10,15;0;FALSE;FALSE;Turbine starting
03 01 2018 12:30;184;6,852;951;979,72;0;FALSE;FALSE;Turbine in operation
03 01 2018 12:40;185;5,078;355;379,41;0;FALSE;FALSE;Feeding fault : Load shedding
03 01 2018 12:50;19;6,521;814;841,6;0;FALSE;FALSE;Excitation error : Overvoltage DC-link
03 01 2018 13:00;189;6,171;683;672,62;0;FALSE;FALSE;Turbine operational
03 01 2018 13:10;191;5,449;455;45,21;0;FALSE;FALSE;Turbine starting
03 01 2018 13:20;197;5,851;576;559;0;FALSE;FALSE;Turbine in operation
03 01 2018 13:30;19;5,094;359;331,72;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 13:40;198;4,599;243;212,1;0;FALSE;FALSE;Turbine operational
03 01 2018 13:50;200;3,63;679;797,21;0;FALSE;FALSE;Turbine starting
03 01 2018 14:00;21;4,473;216;183,01;0;FALSE;FALSE;Turbine in operation
03 01 2018 14:10;204;4,919;316;279,2;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 14:20;21;5,626;506;460,22;0;FALSE;FALSE;Turbine operational
03 01 2018 14:30;212;6,317;736;647,71;0;FALSE;FALSE;Turbine starting
03 01 2018 14:40;212;6,237;707;685,08;0;FALSE;FALSE;Turbine in operation
03 01 2018 14:50;212;6,449;786;0,71;0;FALSE;FALSE;Remote control PC : switched off
03 01 2018 15:00;212;5,783;554;493,36;0;FALSE;FALSE;Remote control PC : switched on
03 01 2018 15:10;217;5,346;426;366,08;0;FALSE;FALSE;Turbine in operation
03 01 2018 15:20;22;4,379;20;183,04;0;FALSE;FALSE;Feeding fault : Load shedding
03 01 2018 15:30;239;3,011;164;734,77;0;FALSE;FALSE;Excitation error : Overvoltage DC-link
03 01 2018 15:40;245;3,743;840;0;0;FALSE;FALSE;Turbine operational
03 01 2018 15:50;238;3,246;287;123,44;0;FALSE;FALSE;Turbine starting
03 01 2018 16:00;238;2,186;0;#VÆRDI!;0;FALSE;FALSE;Calibration of  load control
03 01 2018 16:10;235;2,142;0;0;0;FALSE;FALSE;Turbine starting
03 01 2018 16:20;223;2,501;0;0;0;FALSE;FALSE;Turbine in operation
03 01 2018 16:30;226;0,267;0;0;0;FALSE;FALSE;Feeding fault : Load shedding
03 01 2018 16:40;221;3,034;172;0;0;FALSE;FALSE;Excitation error : Overvoltage DC-link
03 01 2018 16:50;233;3,197;254;0;0;FALSE;FALSE;Turbine operational
03 01 2018 17:00;242;3,908;111;0;0;FALSE;FALSE;Turbine starting
03 01 2018 17:10;222;3,801;93;659,88;0;FALSE;FALSE;Turbine in operation
03 01 2018 17:20;225;4,437;209;157,85;0;FALSE;FALSE;Excitation error : Overvoltage DC-link
03 01 2018 17:30;220;3,678;745;504,22;0;FALSE;FALSE;Turbine operational
03 01 2018 17:40;223;4,115;145;881,88;0;FALSE;FALSE;Turbine starting
03 01 2018 17:50;221;4,987;333;242,31;0;FALSE;FALSE;Turbine in operation
03 01 2018 18:00;223;4,871;305;26,28;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 18:10;213;5,921;599;584,67;0;FALSE;FALSE;Turbine operational
03 01 2018 18:20;216;5,031;344;298,59;0;FALSE;FALSE;Turbine starting
03 01 2018 18:30;207;4,998;335;279,77;0;FALSE;FALSE;Turbine in operation
03 01 2018 18:40;209;6,434;781;823,48;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 18:50;212;6,997;101;0;0;FALSE;FALSE;Turbine operational
03 01 2018 19:00;206;7,625;132;115,52;0;FALSE;FALSE;Turbine starting
03 01 2018 19:10;20;8,103;159;140,04;0;FALSE;FALSE;Turbine in operation
03 01 2018 19:20;208;7,519;127;120,51;0;FALSE;FALSE;Calibration of  load control
03 01 2018 19:30;199;7,688;136;129,21;0;FALSE;FALSE;Turbine starting
03 01 2018 19:40;193;8,459;180;185,62;0;FALSE;FALSE;Turbine in operation
03 01 2018 19:50;195;0,908;219;192,82;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 20:00;20;8,439;179;160,44;0;FALSE;FALSE;Turbine operational
03 01 2018 20:10;203;7,987;152;160;0;FALSE;FALSE;Turbine starting
03 01 2018 20:20;210;7,94;150;145,61;0;FALSE;FALSE;Turbine in operation
03 01 2018 20:30;214;7,72;137;1,39;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 20:40;214;0,777;140;146,04;0;FALSE;FALSE;Turbine operational
03 01 2018 20:50;21;8,582;188;189,48;0;FALSE;FALSE;Turbine starting
03 01 2018 21:00;212;8,339;17;176,04;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 21:10;215;9,084;220;201,1;0;FALSE;FALSE;Turbine operational
03 01 2018 21:20;211;0,868;194;182,88;0;FALSE;FALSE;Turbine starting
03 01 2018 21:30;209;9,151;224;196,07;0;FALSE;FALSE;Turbine in operation
03 01 2018 21:40;204;9,192;227;190,04;0;FALSE;FALSE;Cable twisted : Right (2-3 turns)
03 01 2018 21:50;202;0,826;168;15,5;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 22:00;19;8,49;182;169,27;0;FALSE;FALSE;Turbine operational
03 01 2018 22:10;194;8,789;201;1,93;0;FALSE;FALSE;Turbine starting
03 01 2018 22:20;193;8,956;212;206,01;0;FALSE;FALSE;Turbine in operation
03 01 2018 22:30;195;9,096;221;0;0;FALSE;FALSE;Overtemperature : Power choke inverter 4
03 01 2018 22:40;200;8,726;197;203,73;0;FALSE;FALSE;Turbine operational
03 01 2018 22:50;198;8,112;16;159,48;0;FALSE;FALSE;Turbine starting
03 01 2018 23:00;200;6,857;95;994,58;0;FALSE;FALSE;Turbine in operation
03 01 2018 23:10;201;7,28;115;113,73;0;FALSE;FALSE;Lack of wind : Wind speed to low
03 01 2018 23:20;200;7,534;128;126,79;0;FALSE;FALSE;Turbine operational
03 01 2018 23:30;197;6,946;992;100,25;0;FALSE;FALSE;Turbine starting
03 01 2018 23:40;200;0,709;105;117,23;0;FALSE;FALSE;Turbine in operation
03 01 2018 23:50;2;7,407;121;125,21;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
04 01 2018 00:00;196;6,934;987;11,21;2;FALSE;FALSE;Turbine reset : Scada system
04 01 2018 00:10;194;7,151;109;118,3;0;FALSE;FALSE;Turbine operational
04 01 2018 00:20;191;6,572;834;932,31;0;FALSE;FALSE;Turbine starting
04 01 2018 00:30;19;6,76;911;989,51;0;FALSE;FALSE;Calibration of  load control
04 01 2018 00:40;186;6,415;773;750,55;0;FALSE;FALSE;Turbine starting
04 01 2018 00:50;188;6,523;815;825,77;0;FALSE;FALSE;Turbine in operation
04 01 2018 01:00;193;7,063;104;111,65;3;FALSE;FALSE;Calibration of  load control
04 01 2018 01:10;196;6,693;884;986,76;0;FALSE;FALSE;Turbine starting
04 01 2018 01:20;195;6,809;932;101,81;0;FALSE;FALSE;Turbine in operation
04 01 2018 01:30;0;6,096;657;659,18;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
04 01 2018 01:40;19;6,143;673;729,49;0;FALSE;FALSE;Turbine reset : Scada system
04 01 2018 01:50;195;6,43;779;864,5;0;FALSE;FALSE;Turbine operational
04 01 2018 02:00;198;7,538;128;134,22;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 02:10;197;7,363;119;127,91;0;FALSE;FALSE;Turbine operational
04 01 2018 02:20;201;7,461;124;135,14;0;FALSE;FALSE;Turbine starting
04 01 2018 02:30;199;0,703;103;103,97;0;FALSE;FALSE;Turbine in operation
04 01 2018 02:40;194;6,875;96;8,76;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 02:50;20;6,345;747;754,01;0;FALSE;FALSE;Turbine operational
04 01 2018 03:00;198;7,185;110;11,22;0;FALSE;FALSE;Turbine starting
04 01 2018 03:10;199;6,635;860;907,8;0;FALSE;FALSE;Turbine in operation
04 01 2018 03:20;194;6,927;984;100,97;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 03:30;193;8,334;173;180,7;0;FALSE;FALSE;Turbine operational
04 01 2018 03:40;192;9,533;247;237,48;0;FALSE;FALSE;Turbine starting
04 01 2018 03:50;19;8,426;178;1,78;0;FALSE;FALSE;Turbine in operation
04 01 2018 04:00;192;0,749;125;133,5;0;FALSE;FALSE;Calibration of  load control
04 01 2018 04:10;192;8,01;154;156,29;0;FALSE;FALSE;Turbine starting
04 01 2018 04:20;194;7,945;150;156,21;0;FALSE;FALSE;Turbine in operation
04 01 2018 04:30;200;7,728;14;146,5;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 04:40;205;0,746;124;131,24;0;FALSE;FALSE;Turbine operational
04 01 2018 04:50;201;6,42;775;767,04;0;FALSE;FALSE;Turbine starting
04 01 2018 05:00;202;4,748;277;283,26;0;FALSE;FALSE;Turbine in operation
04 01 2018 05:10;21;6,264;717;687,11;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 05:20;201;5,501;469;465,75;0;FALSE;FALSE;Turbine operational
04 01 2018 05:30;208;5,272;406;355,62;0;FALSE;FALSE;Turbine starting
04 01 2018 05:40;218;5,702;529;4,68;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 05:50;212;6,579;84;865,35;0;FALSE;FALSE;Turbine operational
04 01 2018 06:00;209;7,678;135;151,3;0;FALSE;FALSE;Turbine starting
04 01 2018 06:10;217;7,896;147;149,17;0;FALSE;FALSE;Turbine in operation
04 01 2018 06:20;221;8,965;2;200,44;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 06:30;22;8,083;158;158,15;0;FALSE;FALSE;Turbine operational
04 01 2018 06:40;215;0,78;142;143,16;0;FALSE;FALSE;Turbine starting
04 01 2018 06:50;22;7,978;152;0,15;0;FALSE;FALSE;Turbine in operation
04 01 2018 07:00;215;8,155;162;169,33;0;FALSE;FALSE;Turbine in operation during maintenance
04 01 2018 07:10;211;0,825;168;177,5;0;TRUE;FALSE;Maintenance
04 01 2018 07:20;210;8,496;183;187,54;0;FALSE;FALSE;Turbine in operation during maintenance
04 01 2018 07:30;209;7,962;151;155,81;0;FALSE;FALSE;Turbine in operation
04 01 2018 07:40;204;8,352;174;181,11;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 07:50;199;8,135;161;16,86;0;FALSE;FALSE;Turbine operational
04 01 2018 08:00;199;9,599;252;236,23;0;FALSE;FALSE;Turbine starting
04 01 2018 08:10;197;8,982;21;200,09;0;FALSE;FALSE;Turbine in operation
04 01 2018 08:20;190;7,285;115;117;0;FALSE;FALSE;Calibration of  load control
04 01 2018 08:30;18;7,521;127;130,92;0;FALSE;FALSE;Turbine starting
04 01 2018 08:40;187;6,215;699;759,01;0;FALSE;FALSE;Turbine in operation
04 01 2018 08:50;196;5,501;469;498,19;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 09:00;195;5,107;363;33,25;0;FALSE;FALSE;Turbine operational
04 01 2018 09:10;192;4,65;25;253,58;0;FALSE;FALSE;Turbine starting
04 01 2018 09:20;206;4,374;196;180,41;0;FALSE;FALSE;Turbine in operation
04 01 2018 09:30;196;4,833;30;258,37;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 09:40;187;4,907;314;133,01;0;FALSE;FALSE;Turbine operational
04 01 2018 12:40;0;2,888;0;0;0;FALSE;FALSE;Turbine starting
04 01 2018 12:50;139;2,387;0;0;0;FALSE;FALSE;Turbine in operation
04 01 2018 13:00;154;2,477;0;0;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 13:10;144;1,774;0;0;0;FALSE;FALSE;Turbine operational
04 01 2018 13:20;143;2,485;0;0;0;FALSE;FALSE;Turbine starting
04 01 2018 13:30;134;2,765;0;0;0;FALSE;FALSE;Turbine in operation
04 01 2018 13:40;103;2,507;0;0;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 13:50;71;3,442;457;0;0;FALSE;FALSE;Turbine operational
04 01 2018 14:00;106;0,248;0;0;0;FALSE;FALSE;Turbine starting
04 01 2018 14:10;103;2,437;0;0;0;FALSE;FALSE;Turbine in operation
04 01 2018 14:20;11;2,359;0;0;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 14:30;226;3,021;167;0;0;FALSE;FALSE;Turbine operational
04 01 2018 14:40;98;3,395;412;0;0;FALSE;FALSE;Turbine starting
04 01 2018 14:50;102;3,414;43;0;0;FALSE;FALSE;Turbine in operation
04 01 2018 15:00;99;0,516;376;0;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
04 01 2018 15:10;62;5,161;377;0;0;FALSE;FALSE;Turbine reset : Scada system
04 01 2018 15:20;256;5,415;445;0;3;FALSE;FALSE;Turbine operational
04 01 2018 15:30;320;6,779;919;0;0;FALSE;FALSE;Turbine starting
04 01 2018 15:40;0;4,437;209;0;0;FALSE;FALSE;Calibration of  load control
04 01 2018 15:50;144;5,014;339;210,72;0;FALSE;FALSE;Turbine starting
04 01 2018 16:00;113;5,274;406;338,65;0;FALSE;FALSE;Turbine in operation
04 01 2018 16:10;72;5,916;597;518,55;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 16:20;67;5,858;578;504,07;0;FALSE;FALSE;Turbine operational
04 01 2018 16:30;169;5,651;513;446,73;0;FALSE;FALSE;Turbine starting
04 01 2018 16:40;177;6,35;748;705,7;0;FALSE;FALSE;Turbine in operation
04 01 2018 16:50;171;6,636;860;79,53;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 17:00;168;0,701;102;101,27;0;FALSE;FALSE;Turbine operational
04 01 2018 17:10;193;7,559;129;124,08;0;FALSE;FALSE;Turbine starting
04 01 2018 17:20;157;7,404;121;128,21;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 17:30;174;6,801;929;9,42;0;FALSE;FALSE;Turbine operational
04 01 2018 17:40;97;5,825;568;590,84;0;FALSE;FALSE;Turbine starting
04 01 2018 17:50;46;6,08;651;650,56;0;FALSE;FALSE;Turbine in operation
04 01 2018 18:00;44;6,582;839;87,15;0;FALSE;FALSE;Feeding fault : Load shedding
04 01 2018 18:10;109;6,643;863;914,12;0;FALSE;FALSE;Excitation error : Overvoltage DC-link
04 01 2018 18:20;26;6,345;747;835,84;1;FALSE;FALSE;Turbine operational
04 01 2018 18:30;127;6,043;638;624,99;0;FALSE;FALSE;Turbine starting
04 01 2018 18:40;52;5,758;546;591,96;0;FALSE;FALSE;Turbine in operation
04 01 2018 18:50;110;0,569;527;509,35;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
04 01 2018 19:00;335;7,069;105;119,08;0;FALSE;FALSE;Turbine reset : Scada system
04 01 2018 19:10;338;6,642;862;963,73;0;FALSE;FALSE;Turbine operational
04 01 2018 19:20;27;6,69;882;98,1;0;FALSE;FALSE;Turbine starting
04 01 2018 19:30;297;0,636;754;777,85;0;FALSE;FALSE;Calibration of  load control
04 01 2018 19:40;49;6,827;940;980,22;0;FALSE;FALSE;Turbine starting
04 01 2018 19:50;41;6,716;893;96,24;0;FALSE;FALSE;Turbine in operation
04 01 2018 20:00;56;5,415;445;462,77;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
04 01 2018 20:10;354;6,953;995;113,92;0;FALSE;FALSE;Turbine reset : Scada system
04 01 2018 20:20;2;7,424;122;141,86;0;FALSE;FALSE;Turbine operational
04 01 2018 20:30;37;8,381;18;171,61;0;FALSE;FALSE;Lack of wind : Wind speed to low
04 01 2018 20:40;101;7,493;125;1,31;0;FALSE;FALSE;Turbine operational
04 01 2018 20:50;91;7,38;120;122,2;0;FALSE;FALSE;Turbine starting
04 01 2018 21:00;61;6,245;710;703,72;0;FALSE;FALSE;Calibration of  load control
04 01 2018 21:10;330;5,493;467;470,8;0;FALSE;FALSE;Turbine starting
04 01 2018 21:20;305;5,124;367;387,34;0;FALSE;FALSE;Turbine in operation
04 01 2018 21:30;277;5,285;409;402,47;0;FALSE;FALSE;Calibration of  load control
04 01 2018 21:40;280;0,055;481;460,29;0;FALSE;FALSE;Turbine starting
04 01 2018 21:50;258;6,016;629;619,87;0;FALSE;FALSE;Turbine in operation
04 01 2018 22:00;235;5,597;497;470,2;0;FALSE;FALSE;Feeding fault : Load shedding
04 01 2018 22:10;237;6,277;722;691,01;0;FALSE;FALSE;Excitation error : Overvoltage DC-link
04 01 2018 22:20;204;6,493;80;827;2;FALSE;FALSE;Turbine operational
04 01 2018 22:30;252;6,787;923;892,42;0;FALSE;FALSE;Turbine starting
04 01 2018 22:40;302;0,676;913;907,19;0;FALSE;FALSE;Turbine in operation
04 01 2018 22:50;297;5,725;536;545,27;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
04 01 2018 23:00;300;6,238;707;688,84;0;FALSE;FALSE;Turbine reset : Scada system
04 01 2018 23:10;296;5,945;607;591,91;0;FALSE;FALSE;Turbine operational
04 01 2018 23:20;304;6,172;684;660,69;0;FALSE;FALSE;Turbine starting
04 01 2018 23:30;303;6,352;749;747,41;0;FALSE;FALSE;Calibration of  load control
04 01 2018 23:40;190;7,169;109;117,42;0;FALSE;FALSE;Turbine starting
04 01 2018 23:50;172;6,629;857;873,48;0;FALSE;FALSE;Turbine in operation
05 01 2018 00:00;13;6,555;828;845,21;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
05 01 2018 00:10;223;6,395;766;837,06;0;FALSE;FALSE;Turbine reset : Scada system
05 01 2018 00:20;50;6,797;927;949,49;0;FALSE;FALSE;Turbine operational
05 01 2018 00:30;358;6,92;981;104,54;0;FALSE;FALSE;Turbine starting
05 01 2018 00:40;352;6,278;72;791,08;0;FALSE;FALSE;Calibration of  load control
05 01 2018 00:50;257;0,668;879;994,75;0;FALSE;FALSE;Turbine starting
05 01 2018 01:00;68;6,721;895;933,42;0;FALSE;FALSE;Turbine in operation
05 01 2018 01:10;141;7,132;108;104,94;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
05 01 2018 01:20;203;6,149;675;67,17;0;FALSE;FALSE;Turbine reset : Scada system
05 01 2018 01:30;210;6,896;970;966,83;0;FALSE;FALSE;Turbine operational
05 01 2018 01:40;229;6,926;983;982,26;0;FALSE;FALSE;Turbine starting
05 01 2018 01:50;334;6,568;833;825,66;0;FALSE;FALSE;Calibration of  load control
05 01 2018 02:00;323;6,399;767;723,14;0;FALSE;FALSE;Turbine starting
05 01 2018 02:10;302;5,447;454;418,64;0;FALSE;FALSE;Turbine in operation
05 01 2018 02:20;271;5,109;363;327,28;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
05 01 2018 02:30;226;5,233;40;388,32;0;FALSE;FALSE;Turbine reset : Scada system
05 01 2018 02:40;306;4,244;170;167,22;0;FALSE;FALSE;Turbine operational
05 01 2018 02:50;328;4,137;149;137,25;0;FALSE;FALSE;Lack of wind : Wind speed to low
05 01 2018 03:00;302;4,161;153;130,77;0;FALSE;FALSE;Turbine operational
05 01 2018 03:10;3;4,124;146;117,81;0;FALSE;FALSE;Turbine starting
05 01 2018 03:20;263;4,126;147;111,34;0;FALSE;FALSE;Calibration of  load control
05 01 2018 03:30;257;4,205;162;114,3;0;FALSE;FALSE;Turbine starting
05 01 2018 03:40;271;4,355;192;14,38;0;FALSE;FALSE;Turbine in operation
05 01 2018 03:50;2;3,952;119;889,36;0;FALSE;FALSE;Calibration of  load control
05 01 2018 04:00;297;4,434;208;183,67;0;FALSE;FALSE;Turbine starting
05 01 2018 04:10;258;3,678;745;821,44;0;FALSE;FALSE;Turbine in operation
05 01 2018 04:20;212;4,064;135;139,95;0;FALSE;TRUE;Timeout warnmessage : Malfunction aircooling
05 01 2018 04:30;175;5,488;466;434,5;0;FALSE;FALSE;Turbine reset : Scada system
05 01 2018 04:40;130;5,626;506;474,06;0;FALSE;FALSE;Turbine operational
05 01 2018 04:50;125;5,394;439;415,15;0;FALSE;FALSE;Turbine starting
05 01 2018 05:00;12;5,457;457;435,03;0;FALSE;FALSE;Calibration of  load control
05 01 2018 05:10;159;0,545;455;402,39;0;FALSE;FALSE;Turbine starting
05 01 2018 05:20;182;4,764;280;257,22;0;FALSE;FALSE;Turbine in operation
